=== Skipped Methods (VerifyError/Exceptions during body building) ===
Format: methodSig | exceptionType | message
<net.openhft.chronicle.wire.YamlWire$TextValueIn: java.lang.Object readSequence(java.lang.Class)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Constants$Type$3: org.apache.cassandra.db.marshal.AbstractType getPreferedTypeFor(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Json$PreparedLiteral: org.apache.cassandra.cql3.Term$Raw getRawTermForColumn(org.apache.cassandra.schema.ColumnMetadata,boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Lists$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Maps$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.QueryOptions$Codec: org.apache.cassandra.cql3.QueryOptions decode(io.netty.buffer.ByteBuf,org.apache.cassandra.transport.ProtocolVersion)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Sets$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Tuples$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Tuples$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,java.util.List)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.UserTypes$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.Vectors$Literal: org.apache.cassandra.cql3.Term prepare(java.lang.String,org.apache.cassandra.cql3.ColumnSpecification)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.functions.types.DataTypeClassNameParser$Parser: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.selection.Selectable$WithSliceSelection: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.selection.Selectable$WithSliceSelection$Raw: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.cql3.statements.SelectStatement$RawStatement: org.apache.cassandra.cql3.statements.SelectStatement$ColumnComparator getOrderingComparator(org.apache.cassandra.cql3.selection.Selection,org.apache.cassandra.cql3.restrictions.StatementRestrictions,java.util.Map)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.AbstractReadCommandBuilder$PartitionRangeBuilder: org.apache.cassandra.db.ReadCommand build()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.PartitionPosition$ForKey: org.apache.cassandra.db.PartitionPosition get(java.nio.ByteBuffer,org.apache.cassandra.dht.IPartitioner)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.Slices$ArrayBackedSlices: org.apache.cassandra.db.Slices$InOrderTester inOrderTester(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.compaction.UnifiedCompactionStrategy$Level: org.apache.cassandra.db.compaction.UnifiedCompactionStrategy$Bucket makeBucket(java.util.List,int,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.filter.DataLimits$Counter: org.apache.cassandra.db.rows.BaseRowIterator applyToPartition(org.apache.cassandra.db.rows.BaseRowIterator)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.filter.RowFilter$1: org.apache.cassandra.db.rows.BaseRowIterator applyToPartition(org.apache.cassandra.db.rows.BaseRowIterator)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.marshal.ValueAccessor$ObjectFactory: org.apache.cassandra.db.ClusteringBoundOrBoundary boundOrBoundary(org.apache.cassandra.db.ClusteringPrefix$Kind,java.lang.Object[])> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.repair.PendingAntiCompaction$AntiCompactionPredicate: boolean apply(org.apache.cassandra.io.sstable.format.SSTableReader)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.db.rows.RangeTombstoneMarker$Merger: org.apache.cassandra.db.rows.RangeTombstoneMarker merge()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.dht.AbstractBounds$AbstractBoundsSerializer: org.apache.cassandra.dht.AbstractBounds deserialize(java.io.DataInput,org.apache.cassandra.dht.IPartitioner,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.dht.tokenallocator.TokenAllocation$1: java.lang.Object getGroup(org.apache.cassandra.locator.InetAddressAndPort)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.index.sai.disk.v1.segment.SegmentBuilder$TrieSegmentBuilder: org.apache.cassandra.index.sai.disk.v1.segment.SegmentMetadata$ComponentMetadataMap flushInternal(org.apache.cassandra.index.sai.disk.format.IndexDescriptor)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.index.sai.utils.PrimaryKey$Factory: org.apache.cassandra.index.sai.utils.PrimaryKey create(org.apache.cassandra.db.DecoratedKey,org.apache.cassandra.db.Clustering)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.index.sasi.disk.AbstractTokenTreeBuilder$Node: void serializeHeader(java.nio.ByteBuffer)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.index.sasi.plan.Operation$Builder: org.apache.cassandra.index.sasi.plan.Operation complete()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.index.sasi.utils.RangeIntersectionIterator$Builder: org.apache.cassandra.index.sasi.utils.RangeIterator buildIterator()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.io.sstable.CQLSSTableWriter$Builder: org.apache.cassandra.io.sstable.CQLSSTableWriter build()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.net.InboundConnectionInitiator$Handler: void setupMessagingPipeline(org.apache.cassandra.locator.InetAddressAndPort,int,int,io.netty.channel.ChannelPipeline)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.net.OutboundConnectionInitiator$Handler: void decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.service.paxos.Paxos$MaybeFailure: org.apache.cassandra.exceptions.RequestExecutionException markAndThrowAsTimeoutOrFailure(boolean,org.apache.cassandra.db.ConsistencyLevel,int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.transport.QueueBackpressure$Incident: java.lang.String toString()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.transport.messages.ErrorMessage$1: org.apache.cassandra.transport.messages.ErrorMessage decode(io.netty.buffer.ByteBuf,org.apache.cassandra.transport.ProtocolVersion)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.MerkleTree$OffHeapInner: org.apache.cassandra.utils.MerkleTree$Node child(int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.binlog.BinLog$Builder: org.apache.cassandra.utils.binlog.BinLog build(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.btree.BTree$AbstractTransformer: java.lang.Object[] finishAndDrain(boolean)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.btree.BTree$FastBuilder: boolean validateEmpty()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.btree.BTree$Updater: java.lang.Object[] update(java.lang.Object[],java.lang.Object[],java.util.Comparator,org.apache.cassandra.utils.btree.UpdateFunction)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.cassandra.utils.memory.EnsureOnHeap$CloneToHeap: org.apache.cassandra.db.rows.BaseRowIterator applyToPartition(org.apache.cassandra.db.rows.BaseRowIterator)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.commons.lang3.Strings$Builder: org.apache.commons.lang3.Strings get()> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.synonym.SynonymFilterFactory$1: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.analysis.synonym.SynonymGraphFilterFactory$1: org.apache.lucene.analysis.Analyzer$TokenStreamComponents createComponents(java.lang.String)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.codecs.lucene90.compressing.Lucene90CompressingStoredFieldsReader$BlockState: org.apache.lucene.codecs.lucene90.compressing.Lucene90CompressingStoredFieldsReader$SerializedDocument document(int)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.SortedNumericDocValuesRangeQuery$1: org.apache.lucene.search.Scorer scorer(org.apache.lucene.index.LeafReaderContext)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.SortedNumericDocValuesSetQuery$1: org.apache.lucene.search.Scorer scorer(org.apache.lucene.index.LeafReaderContext)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.document.SortedSetDocValuesRangeQuery$1$1: org.apache.lucene.search.Scorer get(long)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.index.FieldUpdatesBuffer$BufferedUpdateIterator: void <init>(org.apache.lucene.index.FieldUpdatesBuffer)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.DocValuesRewriteMethod$MultiTermQueryDocValuesWrapper$1$2: org.apache.lucene.search.Scorer get(long)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.FieldExistsQuery$1: org.apache.lucene.search.Scorer scorer(org.apache.lucene.index.LeafReaderContext)> | java.lang.VerifyError | Cannot inherit from final class
<org.apache.lucene.search.SynonymQuery$SynonymWeight: org.apache.lucene.search.Scorer scorer(org.apache.lucene.index.LeafReaderContext)> | java.lang.VerifyError | Cannot inherit from final class
<org.gridkit.jvmtool.cmd.DumpExportCmd$DumpExport: void export(org.gridkit.jvmtool.event.EventReader,java.io.Writer,java.util.List)> | java.lang.VerifyError | Cannot inherit from final class
